,name,company,year,Price,kms_driven,fuel_type
427,Volkswagen Polo Highline,Volkswagen,2009,37000,145169,Diesel
428,Jaguar XF Portfolio,Jaguar,2008,580000,135824,Petrol
429,Hyundai Eon Era,Hyundai,2017,65000,101257,Petrol
430,Mahindra Jeep CL550,Mahindra,2013,63000,83061,Diesel
431,BMW 5 Series,BMW,2019,1445000,179129,Petrol
432,Mahindra Jeep CL550,Mahindra,2020,166000,17803,Diesel
433,Hyundai i10 Sportz,Hyundai,2018,92000,75201,Diesel
434,Mini Cooper S,Mini,2010,745000,22014,Diesel
435,Honda Civic 1.8,Honda,2012,45000,102527,Petrol
436,Renault Duster 110,Renault,2009,42000,22700,Diesel
437,Hyundai Creta 1.6,Hyundai,2023,102000,172604,Petrol
438,Land Rover Freelander,Land,2007,547000,130231,Diesel
439,Volkswagen Vento Highline,Volkswagen,2013,85000,33374,Diesel
440,Maruti Suzuki Celerio,Maruti,2015,61000,71398,Petrol
441,Mini Cooper S,Mini,2017,864000,119427,Diesel
442,Toyota Corolla Altis,Toyota,2007,46000,66977,Petrol
443,Hyundai Venue SX,Hyundai,2013,44000,100495,Petrol
444,Hyundai Xcent S,Hyundai,2022,100000,110035,Petrol
445,Chevrolet Sail UVA,Chevrolet,2004,25000,149924,Diesel
446,Hyundai Elite i20,Hyundai,2009,33000,135307,Petrol
447,Tata Tiago Revotron,Tata,2020,87000,79768,Petrol
448,Mercedes C-Class C220d,Mercedes,2019,1691000,64358,Petrol
449,Renault Triber RXZ,Renault,2022,151000,2615,Diesel
450,Skoda Fabia Classic,Skoda,2008,30000,138987,Petrol
451,Honda Brio S,Honda,2010,66000,24486,Petrol
452,Jeep Compass Limited,Jeep,2013,70000,120282,Petrol
453,Mini Cooper D,Mini,2004,266000,155261,Petrol
454,Renault Triber RXZ,Renault,2010,39000,82677,Diesel
455,Chevrolet Tavera Neo,Chevrolet,2010,36000,61339,Petrol
456,Mitsubishi Pajero Sport,Mitsubishi,2006,44000,27797,Petrol
457,Ford Endeavour 4x4,Ford,2013,62000,54530,Diesel
458,Ford EcoSport Titanium,Ford,2007,28000,179945,Diesel
459,Hyundai Eon Era,Hyundai,2012,64000,38982,Petrol
460,Datsun GO Plus,Datsun,2003,25000,177619,Diesel
461,Maruti Suzuki Ertiga,Maruti,2016,50000,145839,Petrol
462,Honda City 1.5,Honda,2002,27000,16266,Petrol
463,Nissan Terrano XL,Nissan,2022,93000,169100,Petrol
464,Mahindra Jeep CL550,Mahindra,2004,31000,51939,Petrol
465,Chevrolet Beat LT,Chevrolet,2003,25000,120947,Petrol
466,Datsun redi-GO T,Datsun,2002,25000,100430,Diesel
467,Toyota Corolla Altis,Toyota,2010,38000,117019,Petrol
468,Renault Triber RXZ,Renault,2017,55000,108101,Diesel
469,Honda WR-V i-VTEC,Honda,2008,31000,168567,Petrol
470,Maruti Suzuki Ertiga,Maruti,2013,39000,125846,CNG
471,Chevrolet Tavera Neo,Chevrolet,2010,34000,47237,Petrol
472,Volkswagen Polo Highline,Volkswagen,2017,79000,138887,Diesel
473,Toyota Innova 2.5,Toyota,2009,36000,172293,Petrol
474,Hyundai Eon Era,Hyundai,2020,106000,101922,Diesel
475,Toyota Etios VXD,Toyota,2009,43000,155425,Diesel
476,Mitsubishi Pajero Sport,Mitsubishi,2013,54000,148906,Petrol
477,Mercedes GLA 200d,Mercedes,2011,925000,46121,Diesel
478,Volvo S60 D4,Volvo,2002,230000,138105,Diesel
479,Tata Nano Lx,Tata,2012,46000,46620,Diesel
480,Land Rover Freelander,Land,2005,500000,138065,Diesel
481,Jaguar XF Portfolio,Jaguar,2020,2758000,26584,Diesel
482,Toyota Yaris VX,Toyota,2015,74000,167679,Diesel
483,Fiat Linea Active,Fiat,2009,25000,174565,Petrol
484,Skoda Fabia Classic,Skoda,2007,57000,571,Diesel
485,Mitsubishi Pajero Sport,Mitsubishi,2007,35000,158012,Diesel
486,Renault Duster 110,Renault,2017,98000,36968,Diesel
487,Chevrolet Spark LT,Chevrolet,2022,126000,23358,Diesel
488,Renault Duster 110,Renault,2013,55000,67381,Petrol
489,Audi A8,Audi,2007,493000,108632,Diesel
490,Datsun GO T,Datsun,2017,39000,151633,Petrol
491,Hyundai Creta 1.6,Hyundai,2002,25000,83649,Diesel
492,Toyota Fortuner 3.0,Toyota,2007,51000,19761,Petrol
493,Mercedes GLA 200d,Mercedes,2002,293000,113168,Petrol
494,Hyundai Grand i10,Hyundai,2012,56000,53983,Petrol
495,Fiat Linea Active,Fiat,2023,110000,73899,Diesel
496,Mitsubishi Lancer 1.8,Mitsubishi,2006,44000,14388,Diesel
497,Jaguar XF Portfolio,Jaguar,2008,831000,25524,Petrol
498,Mahindra TUV300 T8,Mahindra,2005,31000,80932,Diesel
499,Volkswagen Polo Highline,Volkswagen,2022,111000,142739,Diesel
500,Nissan Micra XV,Nissan,2016,93000,11796,Diesel
501,Volkswagen Polo Highline,Volkswagen,2006,25000,175072,Petrol
502,Fiat Linea Active,Fiat,2020,99000,59741,Petrol
503,BMW X1 sDrive20d,BMW,2023,1971000,124572,Petrol
504,Land Rover Freelander,Land,2018,1328000,149841,Petrol
505,Toyota Etios VXD,Toyota,2008,45000,50621,Petrol
506,Jaguar XF Portfolio,Jaguar,2008,591000,164523,Petrol
507,Mahindra Scorpio SLE,Mahindra,2014,60000,145947,Diesel
508,Jeep Compass Limited,Jeep,2002,25000,163430,Diesel
509,Mitsubishi Pajero Sport,Mitsubishi,2005,27000,147604,Petrol
510,Nissan Sunny XL,Nissan,2010,34000,100512,Diesel
511,Toyota Corolla Altis,Toyota,2014,89000,37810,Diesel
512,Skoda Rapid Elegance,Skoda,2010,41000,128975,Petrol
513,Skoda Octavia Elegance,Skoda,2016,86000,84213,Diesel
514,Mahindra XUV500 W8,Mahindra,2016,107000,55514,Diesel
515,Nissan Micra XV,Nissan,2018,90000,41773,Petrol
516,Honda Civic 1.8,Honda,2020,154000,7688,Petrol
517,Hyundai Eon Era,Hyundai,2003,25000,119755,Petrol
518,Volkswagen Ameo Highline,Volkswagen,2016,70000,132515,Diesel
519,Maruti Suzuki Baleno,Maruti,2013,37000,128232,CNG
520,Mitsubishi Lancer 1.8,Mitsubishi,2013,90000,42964,Diesel
521,Skoda Fabia Classic,Skoda,2014,100000,13115,Petrol
522,Tata Nano Lx,Tata,2022,112000,59111,Petrol
523,Maruti Suzuki Eeco,Maruti,2002,25000,124381,Petrol
524,Maruti Suzuki Baleno,Maruti,2010,34000,159573,Diesel
525,Volkswagen Jetta Comfortline,Volkswagen,2014,61000,91512,Diesel
526,Jaguar XF Portfolio,Jaguar,2020,2761000,26920,Petrol
527,Nissan Terrano XL,Nissan,2022,91000,155753,Diesel
528,Mahindra Thar CRDe,Mahindra,2010,44000,168028,Diesel
529,Land Rover Discovery,Land,2008,955000,39403,Petrol
530,Volvo XC60 D5,Volvo,2023,2292000,83877,Petrol
531,Skoda Rapid Elegance,Skoda,2015,68000,106163,Diesel
532,Mitsubishi Pajero Sport,Mitsubishi,2012,78000,58391,Diesel
533,Jeep Compass Limited,Jeep,2007,37000,172489,Petrol
534,Volkswagen Vento Highline,Volkswagen,2023,138000,88084,Petrol
535,Skoda Rapid Elegance,Skoda,2012,53000,97534,Diesel
536,Ford Figo Aspire,Ford,2003,25000,166403,Petrol
537,Ford Freestyle Titanium,Ford,2023,126000,100152,Diesel
538,Honda Amaze S,Honda,2008,42000,89928,Diesel
539,Audi A6 2.0,Audi,2012,985000,47379,Petrol
540,Toyota Corolla Altis,Toyota,2022,221000,15307,Petrol
541,Toyota Glanza G,Toyota,2007,29000,128439,Petrol
542,BMW 5 Series,BMW,2015,862000,125247,Diesel
543,Renault Kwid RXT,Renault,2013,43000,81913,Petrol
544,Skoda Fabia Classic,Skoda,2004,42000,12084,Diesel
545,Jeep Compass Limited,Jeep,2015,151000,35172,Diesel
546,Tata Nano Lx,Tata,2014,67000,5113,Petrol
547,Tata Tigor XZ,Tata,2002,25000,154684,Petrol
548,Hyundai i10 Sportz,Hyundai,2022,139000,67153,Petrol
549,Ford Fiesta Classic,Ford,2002,26000,12744,Petrol
550,Fiat Linea Active,Fiat,2017,79000,40241,Petrol
551,Skoda Rapid Elegance,Skoda,2023,220000,26571,Diesel
552,BMW 3 Series,BMW,2018,1172000,162025,Petrol
553,Mercedes C-Class C220d,Mercedes,2021,2794000,52463,Diesel
554,Nissan Terrano XL,Nissan,2015,53000,77524,Petrol
555,Tata Tigor XZ,Tata,2017,56000,86765,Petrol
556,Ford Freestyle Titanium,Ford,2020,82000,175480,Diesel
557,Jeep Compass Longitude,Jeep,2005,42000,67180,Petrol
558,Volkswagen Jetta Comfortline,Volkswagen,2003,34000,26264,Petrol
559,Nissan Terrano XL,Nissan,2012,32000,111772,Petrol
560,Hyundai Santro Xing,Hyundai,2006,25000,173994,Petrol
561,Volvo XC60 D5,Volvo,2004,322000,97780,Diesel
562,Audi Q3 35,Audi,2014,880000,125469,Diesel
563,Ford Figo,Ford,2003,25000,41884,Petrol
564,Mitsubishi Lancer 1.8,Mitsubishi,2007,34000,160354,Diesel
565,Jaguar XE Prestige,Jaguar,2017,1398000,128058,Petrol
566,Mahindra Bolero SLE,Mahindra,2022,160000,82475,Diesel
567,Mitsubishi Pajero Sport,Mitsubishi,2023,159000,88783,Petrol
568,Mercedes E-Class E220d,Mercedes,2023,1992000,177386,Diesel
569,Volvo S60 D4,Volvo,2002,249000,168763,Petrol
570,Mercedes C-Class C220d,Mercedes,2004,340000,128982,Diesel
571,Hyundai Xcent S,Hyundai,2009,31000,144409,Diesel
572,Audi A8,Audi,2020,1548000,117566,Petrol
573,Ford Figo Aspire,Ford,2022,179000,4758,Petrol
574,Fiat Punto Active,Fiat,2004,25000,158488,Diesel
575,Mini Cooper D,Mini,2012,695000,95348,Petrol
576,Chevrolet Tavera Neo,Chevrolet,2023,87000,95335,Diesel
577,Renault Duster 110,Renault,2012,43000,93197,Diesel
578,Ford EcoSport Titanium,Ford,2007,27000,129185,Petrol
579,BMW 3 Series,BMW,2010,538000,160231,Petrol
580,Datsun GO T,Datsun,2016,54000,50059,Diesel
581,Hyundai Xcent S,Hyundai,2015,61000,153485,Diesel
582,Toyota Yaris VX,Toyota,2020,146000,45621,Petrol
583,Volvo XC60 D5,Volvo,2018,1427000,100937,Diesel
584,Renault Triber RXZ,Renault,2014,52000,89978,Diesel
585,BMW X1 sDrive20d,BMW,2018,1703000,78458,Diesel
586,Mini Cooper S,Mini,2008,613000,55074,Diesel
587,Honda Brio S,Honda,2022,186000,46712,Diesel
588,Fiat Linea Active,Fiat,2020,72000,149689,Diesel
589,Fiat Linea Active,Fiat,2015,65000,3447,Petrol
590,Jaguar XE Prestige,Jaguar,2008,799000,70086,Petrol
591,Honda City 1.5,Honda,2011,56000,53577,Petrol
592,Volvo S60 D4,Volvo,2022,1613000,147233,Diesel
593,Land Rover Discovery,Land,2023,4135000,12415,Diesel
594,Jaguar XF Portfolio,Jaguar,2019,2804000,14203,Petrol
595,Audi A6 2.0,Audi,2022,1918000,169872,Diesel
596,Volvo S60 D4,Volvo,2008,533000,77216,Diesel
597,Toyota Etios VXD,Toyota,2018,133000,31387,Diesel
598,Volkswagen Vento Highline,Volkswagen,2007,26000,153188,Diesel
599,Honda City 1.5,Honda,2006,32000,84675,Petrol
600,Jaguar XF Portfolio,Jaguar,2017,1205000,150223,Diesel
601,Jeep Compass Longitude,Jeep,2007,41000,136573,Petrol
602,Fiat Linea Active,Fiat,2004,25000,91693,Petrol
603,Chevrolet Sail UVA,Chevrolet,2011,43000,57364,Diesel
604,Mini Cooper S,Mini,2005,308000,175458,Diesel
605,Volvo S60 D4,Volvo,2003,279000,179026,Diesel
606,Ford Figo Aspire,Ford,2010,31000,141719,Diesel
607,Nissan Terrano XL,Nissan,2018,58000,116900,Diesel
608,Tata Tiago Revotron,Tata,2018,89000,21686,Petrol
609,Fiat Punto Active,Fiat,2022,140000,17263,Petrol
610,Jaguar XF Portfolio,Jaguar,2005,639000,53991,Diesel
611,Jaguar XE Prestige,Jaguar,2002,290000,120483,Diesel
612,Toyota Corolla Altis,Toyota,2019,182000,18565,Petrol
613,Audi A8,Audi,2015,1052000,83043,Petrol
614,Maruti Suzuki Eeco,Maruti,2021,157000,16677,Petrol
615,Jeep Compass Longitude,Jeep,2011,61000,179898,Diesel
616,Audi A8,Audi,2014,805000,173304,Petrol
617,Honda Brio S,Honda,2014,62000,143158,Diesel
618,Volvo XC60 D5,Volvo,2019,1178000,143630,Petrol
619,Nissan Micra XV,Nissan,2015,43000,169427,Petrol
620,Volkswagen Vento Highline,Volkswagen,2005,37000,47641,Petrol
621,Fiat Linea Active,Fiat,2022,76000,144191,Petrol
622,Ford Figo,Ford,2020,86000,127814,Diesel
623,Renault Duster 110,Renault,2011,35000,162502,Petrol
624,Audi Q3 35,Audi,2021,1721000,172963,Diesel
625,Mitsubishi Lancer 1.8,Mitsubishi,2012,43000,112378,Petrol
626,Renault Lodgy 110PS,Renault,2010,35000,94337,Petrol
627,Mercedes E-Class E220d,Mercedes,2016,1270000,94141,Diesel
628,Mini Cooper S,Mini,2010,696000,36800,Petrol
629,Mahindra Scorpio SLE,Mahindra,2002,25000,133053,Petrol
630,Datsun GO Plus,Datsun,2008,34000,9709,Diesel
631,Mercedes GLA 200d,Mercedes,2006,458000,95997,Diesel
632,Skoda Fabia Classic,Skoda,2016,63000,131466,Petrol
633,Jaguar XE Prestige,Jaguar,2021,1980000,179448,Petrol
634,Toyota Etios VXD,Toyota,2020,115000,148424,Petrol
635,Nissan Micra XV,Nissan,2009,25000,127932,Petrol
636,Hyundai Eon Era,Hyundai,2018,83000,94799,Diesel
637,Hyundai Santro Xing,Hyundai,2022,129000,85053,Petrol
638,Volkswagen Ameo Highline,Volkswagen,2020,91000,142798,Petrol
639,Mitsubishi Pajero Sport,Mitsubishi,2018,134000,66051,Diesel
640,Honda WR-V i-VTEC,Honda,2007,38000,60390,Petrol
641,Honda Amaze S,Honda,2007,32000,95054,Petrol
642,Chevrolet Beat LT,Chevrolet,2017,48000,177107,Diesel
643,Mini Cooper D,Mini,2002,276000,63976,Petrol
644,Honda Brio S,Honda,2018,122000,10373,Petrol
645,Toyota Glanza G,Toyota,2014,67000,157217,Petrol
646,Skoda Fabia Classic,Skoda,2008,35000,117855,Diesel
647,BMW X1 sDrive20d,BMW,2006,411000,152837,Petrol
648,Toyota Yaris VX,Toyota,2023,180000,89929,Diesel
649,Datsun redi-GO T,Datsun,2006,25000,28561,Petrol
650,Jeep Compass Limited,Jeep,2006,33000,158831,Petrol
651,Volvo S60 D4,Volvo,2019,1115000,132044,Petrol
652,Volvo S60 D4,Volvo,2023,1902000,170292,Diesel
653,Hyundai Xcent S,Hyundai,2015,82000,60258,Diesel
654,Mitsubishi Pajero Sport,Mitsubishi,2015,106000,35196,Diesel
655,Maruti Suzuki Ciaz,Maruti,2018,103000,30988,Petrol
656,Chevrolet Tavera Neo,Chevrolet,2013,50000,28040,Petrol
657,Volkswagen Jetta Comfortline,Volkswagen,2020,124000,95951,Diesel
658,Tata Nexon XZ,Tata,2019,62000,146261,Diesel
659,Mercedes E-Class E220d,Mercedes,2011,748000,151527,Diesel
660,Honda Brio S,Honda,2005,35000,60333,Diesel
661,Ford Figo,Ford,2018,83000,105104,Diesel
662,Jaguar XE Prestige,Jaguar,2007,575000,102101,Petrol
663,Mercedes GLA 200d,Mercedes,2015,1516000,23205,Petrol
664,Volvo S60 D4,Volvo,2014,896000,105126,Diesel
665,Toyota Yaris VX,Toyota,2017,76000,115173,Petrol
666,Jeep Compass Limited,Jeep,2008,77000,8910,Petrol
667,Nissan Micra XV,Nissan,2022,149000,175,Petrol
668,Datsun redi-GO T,Datsun,2023,86000,103684,Diesel
669,Land Rover Freelander,Land,2004,432000,144172,Diesel
670,Mitsubishi Lancer 1.8,Mitsubishi,2013,71000,72584,Petrol
671,Datsun GO Plus,Datsun,2002,25000,68547,Petrol
672,Mahindra Bolero SLE,Mahindra,2012,82000,30773,Petrol
673,Mitsubishi Lancer 1.8,Mitsubishi,2016,87000,98949,Diesel
674,Audi A8,Audi,2020,2399000,7269,Diesel
675,Mini Cooper S,Mini,2023,2299000,60374,Diesel
676,Fiat Punto Active,Fiat,2010,33000,65179,Diesel
677,Chevrolet Beat LT,Chevrolet,2019,83000,46888,Diesel
678,Mitsubishi Lancer 1.8,Mitsubishi,2007,30000,179172,Petrol
679,Renault Triber RXZ,Renault,2008,36000,60185,Petrol
680,Nissan Micra XV,Nissan,2005,30000,31525,Petrol
681,Volvo S60 D4,Volvo,2019,2184000,11179,Diesel
682,Mitsubishi Lancer 1.8,Mitsubishi,2017,118000,48038,Diesel
683,Honda City 1.5,Honda,2018,92000,111033,Diesel
684,Nissan Sunny XL,Nissan,2023,174000,45922,Diesel
685,Audi Q3 35,Audi,2002,455000,3198,Petrol
686,Nissan Terrano XL,Nissan,2010,42000,49160,Diesel
687,Volvo XC60 D5,Volvo,2013,1061000,48311,Diesel
688,Nissan Sunny XL,Nissan,2014,53000,73403,Diesel
689,Mitsubishi Pajero Sport,Mitsubishi,2005,33000,70865,Petrol
690,Tata Nano Lx,Tata,2006,25000,124090,Petrol
691,Mini Cooper D,Mini,2017,1222000,78752,Diesel
692,Datsun GO T,Datsun,2007,30000,15838,Petrol
693,Mini Cooper S,Mini,2016,1003000,87828,Diesel
694,Volkswagen Ameo Highline,Volkswagen,2002,25000,108040,Petrol
695,Volvo S60 D4,Volvo,2020,1514000,151067,Petrol
696,Chevrolet Tavera Neo,Chevrolet,2016,76000,20654,Diesel
697,Honda Amaze S,Honda,2022,145000,88544,Diesel
698,Mahindra Scorpio SLE,Mahindra,2007,34000,90179,Diesel
699,Land Rover Discovery,Land,2021,1925000,169089,Diesel
700,Nissan Terrano XL,Nissan,2020,78000,136660,Diesel
701,Maruti Suzuki Swift,Maruti,2009,33000,173645,Diesel
702,Mahindra XUV500 W8,Mahindra,2007,29000,104183,Diesel
703,Mercedes GLA 200d,Mercedes,2003,586000,7011,Diesel
704,Ford EcoSport Ambiente,Ford,2021,147000,40804,Petrol
705,Skoda Fabia Classic,Skoda,2009,46000,74594,Diesel
706,Toyota Innova 2.5,Toyota,2003,25000,174045,Diesel
707,Mercedes E-Class E220d,Mercedes,2019,1767000,71511,Diesel
708,Fiat Punto Active,Fiat,2020,71000,156753,Diesel
709,Mitsubishi Lancer 1.8,Mitsubishi,2018,99000,167816,Diesel
710,Renault Duster 110,Renault,2016,65000,80805,Diesel
711,Maruti Suzuki Alto,Maruti,2018,103000,35830,Diesel
712,Land Rover Discovery,Land,2017,1763000,78641,Petrol
713,Volvo S60 D4,Volvo,2002,242000,143810,Diesel
714,BMW 5 Series,BMW,2009,903000,42900,Diesel
715,Mahindra KUV100 K8,Mahindra,2022,173000,62899,Petrol
716,Land Rover Discovery,Land,2011,777000,170089,Diesel
717,Toyota Etios VXD,Toyota,2011,81000,29029,Diesel
718,Volvo XC60 D5,Volvo,2008,484000,84154,Petrol
719,Maruti Suzuki Swift,Maruti,2005,25000,74054,Diesel
720,Maruti Suzuki Baleno,Maruti,2004,27000,39600,Petrol
721,Skoda Rapid Elegance,Skoda,2013,47000,121652,Petrol
722,Honda City 1.5,Honda,2010,40000,102971,Petrol
723,Volkswagen Jetta Comfortline,Volkswagen,2002,27000,32071,Petrol
724,Renault Duster 110,Renault,2008,25000,120905,Petrol
725,Mercedes E-Class E220d,Mercedes,2023,2442000,81917,Diesel
726,Fiat Punto Active,Fiat,2010,25000,126251,Diesel
727,Jaguar XE Prestige,Jaguar,2005,567000,61957,Diesel
728,Volkswagen Polo Highline,Volkswagen,2014,81000,63824,Petrol
729,Land Rover Discovery,Land,2021,3301000,40730,Diesel
730,Mercedes C-Class C220d,Mercedes,2023,2401000,162274,Diesel
731,Mini Cooper S,Mini,2003,294000,93296,Petrol
732,Honda WR-V i-VTEC,Honda,2009,46000,83131,Diesel
733,Tata Indica V2,Tata,2014,43000,93991,Petrol
734,Land Rover Discovery,Land,2019,1960000,77357,Diesel
735,Nissan Sunny XL,Nissan,2016,60000,72274,Petrol
736,Skoda Rapid Elegance,Skoda,2019,89000,96336,Diesel
737,Datsun GO Plus,Datsun,2007,33000,5007,Diesel
738,Mahindra KUV100 K8,Mahindra,2008,32000,137481,Petrol
739,Volvo XC60 D5,Volvo,2012,630000,107527,Diesel
740,Mahindra Jeep CL550,Mahindra,2006,38000,46929,Diesel
741,Ford EcoSport Titanium,Ford,2020,92000,168331,Diesel
742,Land Rover Discovery,Land,2003,408000,96137,Petrol
743,Tata Tigor XZ,Tata,2017,100000,21060,Diesel
744,Fiat Linea Active,Fiat,2013,62000,15383,Diesel
745,Skoda Fabia Classic,Skoda,2008,27000,136279,Petrol
746,Datsun GO T,Datsun,2008,25000,138038,Petrol
747,Fiat Linea Active,Fiat,2005,25000,167511,Diesel
748,BMW 3 Series,BMW,2007,679000,47389,Diesel
749,Fiat Linea Active,Fiat,2013,47000,82715,Diesel
750,Mini Cooper D,Mini,2012,583000,159591,Petrol
751,Hyundai Creta 1.6,Hyundai,2021,186000,4373,Petrol
752,Skoda Fabia Classic,Skoda,2008,39000,82650,Petrol
753,Volkswagen Vento Highline,Volkswagen,2005,41000,9992,Diesel
754,Nissan Terrano XL,Nissan,2009,41000,61178,Diesel
755,Datsun GO Plus,Datsun,2008,34000,20337,Diesel
756,Land Rover Freelander,Land,2021,1811000,168463,Diesel
757,Datsun GO T,Datsun,2003,25000,87758,Diesel
758,Ford Freestyle Titanium,Ford,2009,31000,171222,Petrol
759,Hyundai Creta 1.6,Hyundai,2018,130000,10895,Diesel
760,Jeep Compass Longitude,Jeep,2006,71000,13343,Diesel
761,Mitsubishi Pajero Sport,Mitsubishi,2009,41000,113329,Diesel
762,Chevrolet Beat LT,Chevrolet,2017,47000,149899,Petrol
763,Datsun GO Plus,Datsun,2015,55000,34277,Petrol
764,Datsun GO Plus,Datsun,2020,77000,51506,Petrol
765,BMW 5 Series,BMW,2023,1798000,151099,Petrol
766,Skoda Fabia Classic,Skoda,2013,53000,161638,Diesel
767,Renault Kwid RXT,Renault,2023,117000,98094,Petrol
768,Ford Fiesta Classic,Ford,2003,25000,63813,Petrol
769,Maruti Suzuki Celerio,Maruti,2005,25000,80084,CNG
770,Fiat Punto Active,Fiat,2008,25000,143341,Diesel
771,Honda Brio S,Honda,2023,239000,4920,Diesel
772,Hyundai Creta 1.6,Hyundai,2007,41000,15857,Diesel
773,Volkswagen Polo Highline,Volkswagen,2016,58000,171740,Petrol
774,Jaguar XF Portfolio,Jaguar,2005,839000,5101,Diesel
775,Renault Lodgy 110PS,Renault,2018,106000,26210,Diesel
776,Mahindra Scorpio S10,Mahindra,2008,34000,131342,Diesel
777,Hyundai Eon Era,Hyundai,2018,91000,80034,Diesel
778,Maruti Suzuki Celerio,Maruti,2023,132000,92351,Diesel
779,Jeep Compass Limited,Jeep,2003,30000,164147,Diesel
780,Maruti Suzuki Alto,Maruti,2010,42000,59235,Petrol
781,Honda City 1.5,Honda,2014,52000,136603,Petrol
782,BMW 5 Series,BMW,2021,2071000,86420,Diesel
783,Honda Civic 1.8,Honda,2019,93000,179419,Petrol
784,Land Rover Freelander,Land,2015,1623000,38150,Petrol
785,Ford Figo,Ford,2012,65000,38247,Petrol
786,BMW 5 Series,BMW,2011,615000,116230,Diesel
787,Honda Amaze S,Honda,2002,25000,160527,Diesel
788,Volvo S60 D4,Volvo,2009,803000,6937,Diesel
789,Honda Civic 1.8,Honda,2021,101000,122983,Diesel
790,Mercedes C-Class C220d,Mercedes,2007,589000,50761,Petrol
791,Maruti Suzuki Wagon,Maruti,2015,74000,58441,Petrol
792,Audi Q7,Audi,2017,1477000,85269,Diesel
793,Hyundai Tucson 2WD,Hyundai,2014,63000,82124,Diesel
794,Volvo S60 D4,Volvo,2018,1880000,28756,Diesel
795,Renault Lodgy 110PS,Renault,2003,25000,146297,Diesel
796,Hyundai Eon Era,Hyundai,2011,42000,115326,Diesel
797,Skoda Rapid Elegance,Skoda,2007,30000,110845,Diesel
798,Jeep Compass Longitude,Jeep,2016,86000,169471,Diesel
799,Toyota Glanza G,Toyota,2019,158000,35569,Diesel
800,Toyota Fortuner 3.0,Toyota,2020,147000,53035,Diesel
801,Mini Cooper S,Mini,2005,512000,24005,Petrol
802,Mahindra KUV100 K8,Mahindra,2018,84000,160551,Diesel
803,Toyota Corolla Altis,Toyota,2020,100000,172991,Petrol
804,Land Rover Freelander,Land,2015,1501000,80856,Diesel
805,Mercedes C-Class C220d,Mercedes,2008,523000,154466,Diesel
806,Volvo S60 D4,Volvo,2009,520000,143582,Diesel
807,Tata Indica V2,Tata,2007,33000,38964,Petrol
808,Hyundai Tucson 2WD,Hyundai,2021,135000,78334,Diesel
809,BMW 3 Series,BMW,2007,472000,176284,Diesel
810,Volvo S60 D4,Volvo,2016,1079000,151872,Diesel
811,Skoda Rapid Elegance,Skoda,2013,57000,99436,Petrol
812,Mahindra Bolero SLE,Mahindra,2017,128000,35370,Diesel
813,Jeep Compass Limited,Jeep,2018,159000,55109,Petrol
814,Mini Cooper S,Mini,2017,950000,158638,Diesel
815,Volkswagen Ameo Highline,Volkswagen,2006,27000,161132,Diesel
816,Maruti Suzuki Vitara,Maruti,2022,165000,31013,Petrol
817,BMW 3 Series,BMW,2012,713000,91758,Petrol
818,Skoda Rapid Elegance,Skoda,2004,27000,80780,Diesel
819,Maruti Suzuki Swift,Maruti,2023,129000,87468,Diesel
820,Maruti Suzuki Swift,Maruti,2008,35000,86742,Diesel
821,Mercedes C-Class C220d,Mercedes,2022,2831000,35687,Diesel
822,Fiat Linea Active,Fiat,2016,50000,108615,Petrol
823,Jaguar XF Portfolio,Jaguar,2019,1436000,140579,Petrol
824,Nissan Micra XV,Nissan,2006,25000,73620,Petrol
825,Fiat Punto Active,Fiat,2020,64000,158877,Diesel
826,Skoda Octavia Elegance,Skoda,2012,80000,8391,Diesel
827,Renault Triber RXZ,Renault,2016,65000,79432,Petrol
828,Nissan Micra XV,Nissan,2008,42000,24375,Diesel
829,Jeep Compass Longitude,Jeep,2008,55000,89259,Diesel
830,Chevrolet Spark LT,Chevrolet,2005,25000,135404,Petrol
831,Datsun GO Plus,Datsun,2018,71000,30465,Petrol
832,Volvo S60 D4,Volvo,2012,578000,122488,Petrol
833,Skoda Fabia Classic,Skoda,2020,110000,81926,Petrol
