name,company,year,Price,kms_driven,fuel_type
Mercedes C-Class C220d,Mercedes,2021,"28,28,000","53,711 kms",Diesel
Skoda Rapid Elegance 1.6 MPI,Skoda,2016,"65,000","1,39,993 kms",Diesel
Mercedes E-Class E220d,Mercedes,2005,"4,38,000","1,23,174 kms",Diesel
BMW 3 Series 320d,BMW,2020,"18,42,000","58,105 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2011,"65,000","40,053 kms",Petrol
Renault Lodgy 110PS RxZ 8 Str,Renault,2019,"68,000","1,71,701 kms",Diesel
Mini Cooper D,Mini,2016,"12,12,000","44,201 kms",Diesel
Mercedes C-Class C220d,Mercedes,2019,"14,29,000","1,68,346 kms",Petrol
Mahindra Jeep CL550 MDI,Mahindra,2002,"25,000","1,08,206 kms",Diesel
Land Rover Freelander 2,Land,2002,"4,61,000","57,436 kms",Diesel
Jaguar XF Portfolio,Jaguar,2023,"19,86,000","1,27,988 kms",Petrol
Maruti Suzuki Alto 800 Vxi,Maruti,2018,"80,000","72,121 kms",Diesel
Jaguar XF Portfolio,Jaguar,2007,"8,08,000","28,153 kms",Petrol
Volvo XC60 D5,Volvo,2013,"8,66,000","70,177 kms",Diesel
Audi Q7,Audi,2009,"7,68,000","59,307 kms",Diesel
Mini Cooper S,Mini,2004,"2,88,000","1,06,341 kms",Diesel
Mini Cooper S,Mini,2007,"6,77,000","21,775 kms",Diesel
Chevrolet Beat LT,Chevrolet,2018,"82,000","11,254 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2010,"73,000","12,305 kms",Petrol
Fiat Punto Active,Fiat,2007,"26,000","82,540 kms",Petrol
Land Rover Discovery Sport,Land,2004,"4,94,000","78,553 kms",Petrol
Datsun GO Plus T,Datsun,2019,"68,000","87,060 kms",Diesel
Land Rover Freelander 2,Land,2018,"15,29,000","90,764 kms",Petrol
Mahindra Thar CRDe 4x4,Mahindra,2021,"1,06,000","1,61,021 kms",Petrol
Maruti Suzuki Eeco 5 Seater,Maruti,2010,"29,000","1,18,209 kms",CNG
Datsun redi-GO T,Datsun,2007,"25,000","1,78,277 kms",Diesel
Renault Duster 110 PS RxL,Renault,2004,"25,000","70,347 kms",Petrol
Honda Brio S MT,Honda,2014,Ask For Price,"83,115 kms",Diesel
Skoda Rapid Elegance 1.6 MPI,Skoda,2013,"58,000","70,817 kms",Petrol
Audi Q7,Audi,2019,"12,33,000","1,34,433 kms",Diesel
Fiat Punto Active,Fiat,2021,Ask For Price,"1,56,873 kms",Diesel
BMW 5 Series 520d,BMW,2004,"3,36,000","1,46,779 kms",Petrol
Datsun GO T,Datsun,2006,"25,000","70,595 kms",Diesel
Toyota Fortuner 3.0 4x4 AT,Toyota,2010,"45,000","1,10,489 kms",Diesel
Volkswagen Vento Highline Diesel,Volkswagen,2022,"1,13,000","1,30,071 kms",Petrol
Maruti Suzuki Ertiga VDI,Maruti,2012,"40,000","1,62,679 kms",CNG
Chevrolet Tavera Neo 3,Chevrolet,2022,"70,000","1,55,916 kms",Petrol
Land Rover Freelander 2,Land,2017,"18,01,000","82,461 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2022,"1,09,000","1,28,814 kms",Petrol
Datsun redi-GO T,Datsun,2005,"25,000","1,47,910 kms",Petrol
Jaguar XE Prestige,Jaguar,2016,"18,56,000","55,058 kms",Diesel
Mahindra KUV100 K8,Mahindra,2023,"1,42,000","1,30,989 kms",Diesel
Jaguar XE Prestige,Jaguar,2015,"11,49,000","98,925 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2019,"1,00,000","1,32,905 kms",Diesel
Nissan Terrano XL,Nissan,2019,"62,000","1,55,766 kms",Petrol
Jaguar XF Portfolio,Jaguar,2007,"5,06,000","1,69,707 kms",Petrol
Mini Cooper D,Mini,2012,"5,07,000","1,12,941 kms",Petrol
Jeep Compass Longitude,Jeep,2016,"1,04,000","98,173 kms",Diesel
Land Rover Freelander 2,Land,2013,"15,35,000","6,538 kms",Diesel
Mahindra Scorpio SLE BS IV,Mahindra,2006,"31,000","91,412 kms",Diesel
Jeep Compass Limited,Jeep,2013,"67,000","1,24,923 kms",Petrol
Chevrolet Beat LT,Chevrolet,2011,"40,000","11,813 kms",Petrol
Ford Fiesta Classic CLXi,Ford,2007,"34,000","64,040 kms",Petrol
BMW 5 Series 520d,BMW,2009,"5,12,000","1,06,280 kms",Petrol
Datsun GO T,Datsun,2021,"96,000","51,827 kms",Diesel
Land Rover Freelander 2,Land,2008,"7,46,000","73,066 kms",Petrol
Fiat Punto Active,Fiat,2013,"40,000","85,554 kms",Petrol
Mercedes GLA 200d,Mercedes,2022,"24,80,000","82,257 kms",Diesel
Nissan Sunny XL,Nissan,2016,"56,000","1,61,937 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2020,"1,49,000","22,317 kms",Petrol
Ford Figo,Ford,2013,"70,000","37,156 kms",Diesel
Datsun redi-GO T,Datsun,2007,"25,000","1,27,677 kms",Petrol
Honda Amaze S i-Dtech,Honda,2012,"48,000","1,18,327 kms",Petrol
Mercedes C-Class C220d,Mercedes,2008,"5,61,000","1,00,748 kms",Diesel
Land Rover Discovery Sport,Land,2017,"20,25,000","43,944 kms",Petrol
Renault Triber RXZ,Renault,2003,"25,000","72,151 kms",Petrol
Audi Q7,Audi,2017,"10,93,000","1,44,207 kms",Petrol
Fiat Linea Active,Fiat,2019,"1,11,000","11,007 kms",Diesel
Ford Fiesta Classic CLXi,Ford,2022,"1,58,000","64,988 kms",Diesel
Volkswagen Ameo Highline 1.5,Volkswagen,2004,"25,000","1,15,199 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2021,"1,10,000","1,65,977 kms",Diesel
Tata Nano Lx,Tata,2003,"25,000","1,49,541 kms",Diesel
Toyota Corolla Altis G,Toyota,2011,"68,000","75,946 kms",Diesel
Jaguar XE Prestige,Jaguar,2006,"5,23,000","1,07,997 kms",Petrol
Honda Brio S MT,Honda,2006,"35,000","65,551 kms",Petrol
Jaguar XF Portfolio,Jaguar,2017,"21,40,000","37,369 kms",Diesel
Mahindra Scorpio SLE BS IV,Mahindra,2014,"53,000","1,35,264 kms",Petrol
Nissan Sunny XL,Nissan,2017,"74,000","85,896 kms",Petrol
Mahindra TUV300 T8,Mahindra,2022,"1,15,000","1,74,201 kms",Petrol
Fiat Linea Active,Fiat,2008,"25,000","1,12,728 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2019,"87,000","1,51,601 kms",Petrol
Chevrolet Beat LT,Chevrolet,2003,"25,000","26,202 kms",Diesel
Toyota Fortuner 3.0 4x4 AT,Toyota,2016,"1,32,000",277 kms,Diesel
Honda Brio S MT,Honda,2011,"58,000","41,774 kms",Diesel
Mahindra Thar CRDe 4x4,Mahindra,2023,"1,23,000","1,70,208 kms",Diesel
Land Rover Freelander 2,Land,2015,Ask For Price,"1,71,931 kms",Petrol
Mercedes C-Class C220d,Mercedes,2006,"4,19,000","1,55,729 kms",Petrol
Maruti Suzuki Omni E STD,Maruti,2012,"61,000","31,712 kms",CNG
Renault Lodgy 110PS RxZ 8 Str,Renault,2004,"26,000","26,950 kms",Petrol
Honda WR-V i-VTEC VX,Honda,2006,"25,000","1,68,285 kms",Petrol
Volvo S60 D4,Volvo,2016,"11,02,000","92,161 kms",Petrol
BMW X1 sDrive20d,BMW,2023,"17,85,000","1,16,068 kms",Petrol
Ford Endeavour 4x4 AT,Ford,2014,"55,000","92,252 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2009,"37,000","1,45,169 kms",Diesel
Jaguar XF Portfolio,Jaguar,2008,"5,80,000","1,35,824 kms",Petrol
Hyundai Eon Era Plus,Hyundai,2017,"65,000","1,01,257 kms",Petrol
Mahindra Jeep CL550 MDI,Mahindra,2013,"63,000","83,061 kms",Diesel
BMW 5 Series 520d,BMW,2019,"14,45,000","1,79,129 kms",Petrol
Mahindra Jeep CL550 MDI,Mahindra,2020,"1,66,000","17,803 kms",Diesel
Hyundai i10 Sportz,Hyundai,2018,"92,000","75,201 kms",Diesel
Mini Cooper S,Mini,2010,"7,45,000","22,014 kms",Diesel
Honda Civic 1.8 V MT,Honda,2012,"45,000","1,02,527 kms",Petrol
Renault Duster 110 PS RxL,Renault,2009,"42,000","22,700 kms",Diesel
Hyundai Creta 1.6 SX Option,Hyundai,2023,"1,02,000","1,72,604 kms",Petrol
Land Rover Freelander 2,Land,2007,"5,47,000","1,30,231 kms",Diesel
Volkswagen Vento Highline Diesel,Volkswagen,2013,"85,000","33,374 kms",Diesel
Maruti Suzuki Celerio VXI,Maruti,2015,"61,000","71,398 kms",Petrol
Mini Cooper S,Mini,2017,"8,64,000","1,19,427 kms",Diesel
Toyota Corolla Altis G,Toyota,2007,"46,000","66,977 kms",Petrol
Ford Figo,Ford,2018,Ask For Price,773 kms,Petrol
Hyundai Venue SX,Hyundai,2013,"44,000","1,00,495 kms",Petrol
Hyundai Xcent S,Hyundai,2022,"1,00,000","1,10,035 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2004,"25,000","1,49,924 kms",Diesel
Hyundai Elite i20 Magna 1.2,Hyundai,2009,"33,000","1,35,307 kms",Petrol
Audi Q3 35 TDI,Audi,2011,Ask For Price,"85,899 kms",Petrol
Tata Tiago Revotron XZ,Tata,2020,"87,000","79,768 kms",Petrol
Mercedes C-Class C220d,Mercedes,2019,"16,91,000","64,358 kms",Petrol
Renault Triber RXZ,Renault,2022,"1,51,000","2,615 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2008,"30,000","1,38,987 kms",Petrol
Honda Brio S MT,Honda,2010,"66,000","24,486 kms",Petrol
Jeep Compass Limited,Jeep,2013,"70,000","1,20,282 kms",Petrol
Mini Cooper D,Mini,2004,"2,66,000","1,55,261 kms",Petrol
Renault Triber RXZ,Renault,2010,"39,000","82,677 kms",Diesel
Chevrolet Tavera Neo 3,Chevrolet,2010,"36,000","61,339 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2006,"44,000","27,797 kms",Petrol
Ford Endeavour 4x4 AT,Ford,2013,"62,000","54,530 kms",Diesel
Ford EcoSport Titanium 1.5L TDCi,Ford,2007,"28,000","1,79,945 kms",Diesel
Hyundai Eon Era Plus,Hyundai,2012,"64,000","38,982 kms",Petrol
Datsun GO Plus T,Datsun,2003,"25,000","1,77,619 kms",Diesel
Maruti Suzuki Ertiga VDI,Maruti,2016,"50,000","1,45,839 kms",Petrol
Honda City 1.5 S MT,Honda,2002,"27,000","16,266 kms",Petrol
Nissan Terrano XL,Nissan,2022,"93,000","1,69,100 kms",Petrol
Mahindra Jeep CL550 MDI,Mahindra,2004,"31,000","51,939 kms",Petrol
Chevrolet Beat LT,Chevrolet,2003,"25,000","1,20,947 kms",Petrol
Datsun redi-GO T,Datsun,2002,"25,000","1,00,430 kms",Diesel
Toyota Corolla Altis G,Toyota,2010,"38,000","1,17,019 kms",Petrol
Renault Triber RXZ,Renault,2017,"55,000","1,08,101 kms",Diesel
Honda WR-V i-VTEC VX,Honda,2008,"31,000","1,68,567 kms",Petrol
Maruti Suzuki Ertiga VDI,Maruti,2013,"39,000","1,25,846 kms",CNG
Chevrolet Tavera Neo 3,Chevrolet,2010,"34,000","47,237 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2017,"79,000","1,38,887 kms",Diesel
Toyota Innova 2.5 G,Toyota,2009,"36,000","1,72,293 kms",Petrol
Hyundai Eon Era Plus,Hyundai,2020,"1,06,000","1,01,922 kms",Diesel
Toyota Etios VXD,Toyota,2009,"43,000","1,55,425 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2013,"54,000","1,48,906 kms",Petrol
Mercedes GLA 200d,Mercedes,2011,"9,25,000","46,121 kms",Diesel
Volvo S60 D4,Volvo,2002,"2,30,000","1,38,105 kms",Diesel
Tata Nano Lx,Tata,2012,"46,000","46,620 kms",Diesel
Land Rover Freelander 2,Land,2005,"5,00,000","1,38,065 kms",Diesel
Jaguar XF Portfolio,Jaguar,2020,"27,58,000","26,584 kms",Diesel
Toyota Yaris VX,Toyota,2015,"74,000","1,67,679 kms",Diesel
Fiat Linea Active,Fiat,2009,"25,000","1,74,565 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2007,"57,000",571 kms,Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2007,"35,000","1,58,012 kms",Diesel
Renault Duster 110 PS RxL,Renault,2017,"98,000","36,968 kms",Diesel
Chevrolet Spark LT,Chevrolet,2022,"1,26,000","23,358 kms",Diesel
Renault Duster 110 PS RxL,Renault,2013,"55,000","67,381 kms",Petrol
Audi A8,Audi,2007,"4,93,000","1,08,632 kms",Diesel
Datsun GO T,Datsun,2017,"39,000","1,51,633 kms",Petrol
Hyundai Creta 1.6 SX Option,Hyundai,2002,"25,000","83,649 kms",Diesel
Toyota Fortuner 3.0 4x4 AT,Toyota,2007,"51,000","19,761 kms",Petrol
Mercedes GLA 200d,Mercedes,2002,"2,93,000","1,13,168 kms",Petrol
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2012,"56,000","53,983 kms",Petrol
Fiat Linea Active,Fiat,2023,"1,10,000","73,899 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2006,"44,000","14,388 kms",Diesel
Jaguar XF Portfolio,Jaguar,2008,"8,31,000","25,524 kms",Petrol
Mahindra TUV300 T8,Mahindra,2005,"31,000","80,932 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2022,"1,11,000","1,42,739 kms",Diesel
Nissan Micra XV,Nissan,2016,"93,000","11,796 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2006,"25,000","1,75,072 kms",Petrol
Fiat Linea Active,Fiat,2020,"99,000","59,741 kms",Petrol
BMW X1 sDrive20d,BMW,2023,"19,71,000","1,24,572 kms",Petrol
Land Rover Freelander 2,Land,2018,"13,28,000","1,49,841 kms",Petrol
Toyota Etios VXD,Toyota,2008,"45,000","50,621 kms",Petrol
Jaguar XF Portfolio,Jaguar,2008,"5,91,000","1,64,523 kms",Petrol
Mahindra Scorpio SLE BS IV,Mahindra,2014,"60,000","1,45,947 kms",Diesel
Jeep Compass Limited,Jeep,2002,"25,000","1,63,430 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2005,"27,000","1,47,604 kms",Petrol
Nissan Sunny XL,Nissan,2010,"34,000","1,00,512 kms",Diesel
Toyota Corolla Altis G,Toyota,2014,"89,000","37,810 kms",Diesel
Chevrolet Spark LT,Chevrolet,2003,Ask For Price,"1,24,675 kms",Diesel
Skoda Rapid Elegance 1.6 MPI,Skoda,2010,"41,000","1,28,975 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2016,"86,000","84,213 kms",Diesel
Mahindra XUV500 W8,Mahindra,2016,"1,07,000","55,514 kms",Diesel
Nissan Micra XV,Nissan,2018,"90,000","41,773 kms",Petrol
Honda Civic 1.8 V MT,Honda,2020,"1,54,000","7,688 kms",Petrol
Hyundai Eon Era Plus,Hyundai,2003,"25,000","1,19,755 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2016,"70,000","1,32,515 kms",Diesel
Maruti Suzuki Baleno Delta,Maruti,2013,"37,000","1,28,232 kms",CNG
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2013,"90,000","42,964 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2014,"1,00,000","13,115 kms",Petrol
Tata Nano Lx,Tata,2022,"1,12,000","59,111 kms",Petrol
Maruti Suzuki Eeco 5 Seater,Maruti,2002,"25,000","1,24,381 kms",Petrol
Maruti Suzuki Baleno Delta,Maruti,2010,"34,000","1,59,573 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2014,"61,000","91,512 kms",Diesel
Jaguar XF Portfolio,Jaguar,2020,"27,61,000","26,920 kms",Petrol
Nissan Terrano XL,Nissan,2022,"91,000","1,55,753 kms",Diesel
Mahindra Thar CRDe 4x4,Mahindra,2010,"44,000","1,68,028 kms",Diesel
Land Rover Discovery Sport,Land,2008,"9,55,000","39,403 kms",Petrol
Volvo XC60 D5,Volvo,2023,"22,92,000","83,877 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2015,"68,000","1,06,163 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2012,"78,000","58,391 kms",Diesel
Jeep Compass Limited,Jeep,2007,"37,000","1,72,489 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2023,"1,38,000","88,084 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2012,"53,000","97,534 kms",Diesel
Ford Figo Aspire Titanium,Ford,2003,"25,000","1,66,403 kms",Petrol
Ford Freestyle Titanium,Ford,2023,"1,26,000","1,00,152 kms",Diesel
Honda Amaze S i-Dtech,Honda,2008,"42,000","89,928 kms",Diesel
Audi A6 2.0 TDI,Audi,2012,"9,85,000","47,379 kms",Petrol
Toyota Corolla Altis G,Toyota,2022,"2,21,000","15,307 kms",Petrol
Toyota Glanza G,Toyota,2007,"29,000","1,28,439 kms",Petrol
BMW 5 Series 520d,BMW,2015,"8,62,000","1,25,247 kms",Diesel
Nissan Micra XV,Nissan,2012,Ask For Price,"1,39,307 kms",Petrol
Renault Kwid RXT,Renault,2013,"43,000","81,913 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2004,"42,000","12,084 kms",Diesel
Jeep Compass Limited,Jeep,2015,"1,51,000","35,172 kms",Diesel
Tata Nano Lx,Tata,2014,"67,000","5,113 kms",Petrol
Tata Tigor XZ,Tata,2002,"25,000","1,54,684 kms",Petrol
Hyundai i10 Sportz,Hyundai,2022,"1,39,000","67,153 kms",Petrol
Ford Fiesta Classic CLXi,Ford,2002,"26,000","12,744 kms",Petrol
Fiat Linea Active,Fiat,2017,"79,000","40,241 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2023,"2,20,000","26,571 kms",Diesel
BMW 3 Series 320d,BMW,2018,"11,72,000","1,62,025 kms",Petrol
Mercedes C-Class C220d,Mercedes,2021,"27,94,000","52,463 kms",Diesel
Nissan Terrano XL,Nissan,2015,"53,000","77,524 kms",Petrol
Tata Tigor XZ,Tata,2017,"56,000","86,765 kms",Petrol
Ford Freestyle Titanium,Ford,2020,"82,000","1,75,480 kms",Diesel
Jeep Compass Longitude,Jeep,2005,"42,000","67,180 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2003,"34,000","26,264 kms",Petrol
Nissan Terrano XL,Nissan,2012,"32,000","1,11,772 kms",Petrol
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2006,"25,000","1,73,994 kms",Petrol
Volvo XC60 D5,Volvo,2004,"3,22,000","97,780 kms",Diesel
Audi Q3 35 TDI,Audi,2014,"8,80,000","1,25,469 kms",Diesel
Ford Figo,Ford,2003,"25,000","41,884 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2007,"34,000","1,60,354 kms",Diesel
Jaguar XE Prestige,Jaguar,2017,"13,98,000","1,28,058 kms",Petrol
Mahindra Bolero SLE,Mahindra,2022,"1,60,000","82,475 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2023,"1,59,000","88,783 kms",Petrol
Mercedes E-Class E220d,Mercedes,2023,"19,92,000","1,77,386 kms",Diesel
Volvo S60 D4,Volvo,2002,"2,49,000","1,68,763 kms",Petrol
Mercedes C-Class C220d,Mercedes,2004,"3,40,000","1,28,982 kms",Diesel
Hyundai Xcent S,Hyundai,2009,"31,000","1,44,409 kms",Diesel
Audi A8,Audi,2020,"15,48,000","1,17,566 kms",Petrol
Ford Figo Aspire Titanium,Ford,2022,"1,79,000","4,758 kms",Petrol
Fiat Punto Active,Fiat,2004,"25,000","1,58,488 kms",Diesel
Mini Cooper D,Mini,2012,"6,95,000","95,348 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2023,"87,000","95,335 kms",Diesel
Renault Duster 110 PS RxL,Renault,2012,"43,000","93,197 kms",Diesel
Ford EcoSport Titanium 1.5L TDCi,Ford,2007,"27,000","1,29,185 kms",Petrol
BMW 3 Series 320d,BMW,2010,"5,38,000","1,60,231 kms",Petrol
Datsun GO T,Datsun,2016,"54,000","50,059 kms",Diesel
Mini Cooper S,Mini,2016,Ask For Price,"1,20,001 kms",Petrol
Hyundai Xcent S,Hyundai,2015,"61,000","1,53,485 kms",Diesel
Toyota Yaris VX,Toyota,2020,"1,46,000","45,621 kms",Petrol
Volvo XC60 D5,Volvo,2018,"14,27,000","1,00,937 kms",Diesel
Renault Triber RXZ,Renault,2014,"52,000","89,978 kms",Diesel
BMW X1 sDrive20d,BMW,2018,"17,03,000","78,458 kms",Diesel
Mini Cooper S,Mini,2008,"6,13,000","55,074 kms",Diesel
Honda Brio S MT,Honda,2022,"1,86,000","46,712 kms",Diesel
Fiat Linea Active,Fiat,2020,"72,000","1,49,689 kms",Diesel
Fiat Linea Active,Fiat,2015,"65,000","3,447 kms",Petrol
Jaguar XE Prestige,Jaguar,2008,"7,99,000","70,086 kms",Petrol
Honda City 1.5 S MT,Honda,2011,"56,000","53,577 kms",Petrol
Volvo S60 D4,Volvo,2022,"16,13,000","1,47,233 kms",Diesel
Land Rover Discovery Sport,Land,2023,"41,35,000","12,415 kms",Diesel
Jaguar XF Portfolio,Jaguar,2019,"28,04,000","14,203 kms",Petrol
Audi A6 2.0 TDI,Audi,2022,"19,18,000","1,69,872 kms",Diesel
Volvo S60 D4,Volvo,2008,"5,33,000","77,216 kms",Diesel
Toyota Etios VXD,Toyota,2018,"1,33,000","31,387 kms",Diesel
Volkswagen Vento Highline Diesel,Volkswagen,2007,"26,000","1,53,188 kms",Diesel
Honda City 1.5 S MT,Honda,2006,"32,000","84,675 kms",Petrol
Jaguar XF Portfolio,Jaguar,2017,"12,05,000","1,50,223 kms",Diesel
Jeep Compass Longitude,Jeep,2007,"41,000","1,36,573 kms",Petrol
Fiat Linea Active,Fiat,2004,"25,000","91,693 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2011,"43,000","57,364 kms",Diesel
Mini Cooper S,Mini,2005,"3,08,000","1,75,458 kms",Diesel
Volvo S60 D4,Volvo,2003,"2,79,000","1,79,026 kms",Diesel
Ford Figo Aspire Titanium,Ford,2010,"31,000","1,41,719 kms",Diesel
Nissan Terrano XL,Nissan,2018,"58,000","1,16,900 kms",Diesel
Tata Tiago Revotron XZ,Tata,2018,"89,000","21,686 kms",Petrol
Fiat Punto Active,Fiat,2022,"1,40,000","17,263 kms",Petrol
Jaguar XF Portfolio,Jaguar,2005,"6,39,000","53,991 kms",Diesel
Jaguar XE Prestige,Jaguar,2002,"2,90,000","1,20,483 kms",Diesel
Toyota Corolla Altis G,Toyota,2019,"1,82,000","18,565 kms",Petrol
Audi A8,Audi,2015,"10,52,000","83,043 kms",Petrol
Maruti Suzuki Eeco 5 Seater,Maruti,2021,"1,57,000","16,677 kms",Petrol
Jeep Compass Longitude,Jeep,2011,"61,000","1,79,898 kms",Diesel
Audi A8,Audi,2014,"8,05,000","1,73,304 kms",Petrol
Honda Brio S MT,Honda,2014,"62,000","1,43,158 kms",Diesel
Jaguar XF Portfolio,Jaguar,2002,Ask For Price,"1,45,203 kms",Petrol
Volvo XC60 D5,Volvo,2019,"11,78,000","1,43,630 kms",Petrol
Nissan Micra XV,Nissan,2015,"43,000","1,69,427 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2005,"37,000","47,641 kms",Petrol
Fiat Linea Active,Fiat,2022,"76,000","1,44,191 kms",Petrol
Ford Figo,Ford,2020,"86,000","1,27,814 kms",Diesel
Renault Duster 110 PS RxL,Renault,2011,"35,000","1,62,502 kms",Petrol
Audi Q3 35 TDI,Audi,2021,"17,21,000","1,72,963 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2012,"43,000","1,12,378 kms",Petrol
Renault Lodgy 110PS RxZ 8 Str,Renault,2010,"35,000","94,337 kms",Petrol
Mercedes E-Class E220d,Mercedes,2016,"12,70,000","94,141 kms",Diesel
Mini Cooper S,Mini,2010,"6,96,000","36,800 kms",Petrol
Mahindra Scorpio SLE BS IV,Mahindra,2002,"25,000","1,33,053 kms",Petrol
Datsun GO Plus T,Datsun,2008,"34,000","9,709 kms",Diesel
Mercedes GLA 200d,Mercedes,2006,"4,58,000","95,997 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2016,"63,000","1,31,466 kms",Petrol
Jaguar XE Prestige,Jaguar,2021,"19,80,000","1,79,448 kms",Petrol
Toyota Etios VXD,Toyota,2020,"1,15,000","1,48,424 kms",Petrol
Nissan Micra XV,Nissan,2009,"25,000","1,27,932 kms",Petrol
Hyundai Eon Era Plus,Hyundai,2018,"83,000","94,799 kms",Diesel
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2022,"1,29,000","85,053 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2020,"91,000","1,42,798 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2018,"1,34,000","66,051 kms",Diesel
Datsun redi-GO T,Datsun,2013,Ask For Price,"1,27,727 kms",Diesel
Honda WR-V i-VTEC VX,Honda,2007,"38,000","60,390 kms",Petrol
Honda Amaze S i-Dtech,Honda,2007,"32,000","95,054 kms",Petrol
Chevrolet Beat LT,Chevrolet,2017,"48,000","1,77,107 kms",Diesel
Mini Cooper D,Mini,2002,"2,76,000","63,976 kms",Petrol
Honda Brio S MT,Honda,2018,"1,22,000","10,373 kms",Petrol
Toyota Glanza G,Toyota,2014,"67,000","1,57,217 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2008,"35,000","1,17,855 kms",Diesel
BMW X1 sDrive20d,BMW,2006,"4,11,000","1,52,837 kms",Petrol
Toyota Yaris VX,Toyota,2023,"1,80,000","89,929 kms",Diesel
Datsun redi-GO T,Datsun,2006,"25,000","28,561 kms",Petrol
Jeep Compass Limited,Jeep,2006,"33,000","1,58,831 kms",Petrol
Volvo S60 D4,Volvo,2019,"11,15,000","1,32,044 kms",Petrol
Volvo S60 D4,Volvo,2023,"19,02,000","1,70,292 kms",Diesel
Hyundai Xcent S,Hyundai,2015,"82,000","60,258 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2015,"1,06,000","35,196 kms",Diesel
Mahindra Bolero SLE,Mahindra,2021,Ask For Price,"1,42,635 kms",Diesel
Maruti Suzuki Ciaz VDi,Maruti,2018,"1,03,000","30,988 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2013,"50,000","28,040 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2020,"1,24,000","95,951 kms",Diesel
Tata Nexon XZ Plus,Tata,2019,"62,000","1,46,261 kms",Diesel
Mercedes E-Class E220d,Mercedes,2011,"7,48,000","1,51,527 kms",Diesel
Honda Brio S MT,Honda,2005,"35,000","60,333 kms",Diesel
Ford Figo,Ford,2018,"83,000","1,05,104 kms",Diesel
Jaguar XE Prestige,Jaguar,2007,"5,75,000","1,02,101 kms",Petrol
Mercedes GLA 200d,Mercedes,2015,"15,16,000","23,205 kms",Petrol
Volvo S60 D4,Volvo,2014,"8,96,000","1,05,126 kms",Diesel
Toyota Yaris VX,Toyota,2017,"76,000","1,15,173 kms",Petrol
Jeep Compass Limited,Jeep,2008,"77,000","8,910 kms",Petrol
Nissan Micra XV,Nissan,2022,"1,49,000",175 kms,Petrol
Datsun redi-GO T,Datsun,2023,"86,000","1,03,684 kms",Diesel
Land Rover Freelander 2,Land,2004,"4,32,000","1,44,172 kms",Diesel
